episode_id,scene_seed,instruction_zh,parsed_instruction_json,normalized_target_label_zh,normalized_target_label_en,target_name,target_type,target_color,target_position_x,target_position_y,target_position_z,candidate_id,action_x,action_y,action_z,dx_to_target,dy_to_target,dz_to_target,distance_to_target_center,neighbor_clearance,table_clearance,yaw,gripper_width,approach_height,center_score,reachability_score,collision_score,height_score,gripper_width_score,yaw_score,baseline_score,selected,executed,label_available,label_source,success,debug_attach_on_grasp,attach_mode,attached,natural_physics_success,rgb_path,depth_path,object_states_path,candidate_json_path,error_msg
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,10,0.36582818151973184,0.051574903494848084,0.055,-0.06,0.06,-0.015000000000000006,0.08616843969807043,0.07426572576262716,0.035,0.7853981633974483,0.025,0.15,0.0,0.836937493015139,0.28419576593182216,1.0,1.0,1.0,0.5242266517893923,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,15,0.48582818151973184,-0.06842509650515191,0.09,0.06,-0.06,0.01999999999999999,0.08717797887081347,0.09309127647204549,0.06999999999999999,0.0,0.045,0.15,0.0,0.8839311938535479,0.4189107441242046,1.0,0.6000000000000001,1.0,0.5205683875955505,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,4,0.42582818151973184,0.051574903494848084,0.065,0.0,0.06,-0.0050000000000000044,0.06020797289396147,0.03161309009439862,0.045,1.5707963267948966,0.055,0.15,0.25,0.8655031495807954,0.1422589054247937,1.0,0.4,1.0,0.5165524110011179,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,0,0.4738587717729852,-0.01818321667605427,0.045,0.0,0.0,0.0,0.0,0.0882117765385102,0.024999999999999998,0.0,0.03,0.15,1.0,0.8907881036783393,0.8969529944232959,1.0,0.8999999999999999,1.0,0.9475482196203271,True,True,True,executed,False,False,mixed,False,False,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,6,0.4738587717729852,-0.01818321667605427,0.07,0.0,0.0,0.02500000000000001,0.02500000000000001,0.0882117765385102,0.05,2.356194490192345,0.035,0.15,1.0,0.898565881456117,0.8469529944232959,1.0,1.0,0.0,0.8991037751758826,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,5,0.4738587717729852,-0.01818321667605427,0.035,0.0,0.0,-0.009999999999999995,0.009999999999999995,0.0882117765385102,0.015000000000000003,0.7853981633974483,0.035,0.15,1.0,0.8876769925672282,0.8469529944232959,1.0,1.0,0.0,0.8969259973981047,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,8,0.44385877177298516,-0.04818321667605427,0.045,-0.030000000000000027,-0.03,0.0,0.042426406871192875,0.11051583976664137,0.024999999999999998,1.5707963267948966,0.04,0.15,0.4696699141100892,0.8680608309510666,0.44999999999999996,1.0,0.9,1.0,0.6945131404232401,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,14,0.44385877177298516,-0.01818321667605427,0.035,-0.030000000000000027,0.0,-0.009999999999999995,0.03162277660168382,0.10028766135203487,0.015000000000000003,0.7853981633974483,0.04,0.15,0.6249999999999997,0.8749497198399554,0.4,1.0,0.9,0.0,0.6824899439679909,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,9,0.44385877177298516,-0.01818321667605427,0.055,-0.030000000000000027,0.0,0.010000000000000002,0.03162277660168382,0.10028766135203487,0.035,0.7853981633974483,0.025,0.15,0.6249999999999997,0.8811719420621776,0.4,1.0,0.7999999999999999,0.0,0.6737343884124354,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,10,0.44385877177298516,0.011816783323945729,0.07,-0.030000000000000027,0.03,0.02500000000000001,0.04924428900898055,0.07512258919314174,0.05,0.7853981633974483,0.04,0.15,0.4696699141100892,0.8879607531795471,0.2880516513691378,1.0,0.9,0.0,0.6161034551427638,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,2,0.5338587717729852,-0.01818321667605427,0.045,0.06000000000000005,0.0,0.0,0.06000000000000005,0.08390933408842213,0.024999999999999998,0.0,0.04,0.15,0.24999999999999933,0.8663018730830792,0.37759200339789956,1.0,0.9,1.0,0.6137787752961956,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,1,0.4138587717729852,-0.01818321667605427,0.045,-0.06,0.0,0.0,0.06,0.11723548013118903,0.024999999999999998,0.0,0.05,0.15,0.25,0.8653335582237938,0.44999999999999996,1.0,0.7,1.0,0.6080667116447588,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,13,0.44385877177298516,0.011816783323945729,0.035,-0.030000000000000027,0.03,-0.009999999999999995,0.043588989435406754,0.07512258919314174,0.015000000000000003,0.7853981633974483,0.025,0.15,0.4696699141100892,0.8770718642906583,0.2880516513691378,1.0,0.7999999999999999,0.0,0.6039256773649859,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,11,0.44385877177298516,-0.07818321667605427,0.07,-0.030000000000000027,-0.06,0.02500000000000001,0.07158910531638178,0.08553354369516683,0.05,0.0,0.04,0.15,0.16147450843757882,0.8658386087288443,0.3849009466282507,1.0,0.9,1.0,0.5885902636026927,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
episode_000002,1,抓起绿色方块,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cube"", ""normalized_target_label_zh"": ""绿色方块"", ""raw_instruction"": ""抓起绿色方块"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cube""}",绿色方块,green cube,green_cube_0,cube,green,0.4738587717729852,-0.01818321667605427,0.045,7,0.4738587717729852,-0.07818321667605427,0.055,0.0,-0.06,0.010000000000000002,0.0608276253029822,0.10591038306004666,0.035,0.7853981633974483,0.035,0.15,0.25,0.8738992147894504,0.4,1.0,1.0,0.0,0.5797798429578901,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000002/rgb.png,data/grasp_success_debiased/raw/episode_000002/depth.npy,data/grasp_success_debiased/raw/episode_000002/object_states.json,data/grasp_success_debiased/raw/episode_000002/candidates.json,
